actividad,cantidad,estatus,pais,genero
Cattle,550,in_repayment,Mongolia,F
Personal Housing Expenses,1000,in_repayment,Cambodia,F
Farming,650,in_repayment,Samoa,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Farming,200,paid,Philippines,M
Phone Use Sales,125,paid,Philippines,F
General Store,350,paid,Philippines,F
Home Energy,175,in_repayment,Uganda,F
Home Energy,125,in_repayment,Uganda,M
Food Production/Sales,1100,in_repayment,Samoa,F
Personal Housing Expenses,2250,in_repayment,Mongolia,M
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Taxi,2825,in_repayment,Mongolia,F
Internet Cafe,525,paid,Colombia,F
Clothing Sales,800,in_repayment,Honduras,M
Motorcycle Transport,125,paid,Philippines,M
Clothing Sales,300,in_repayment,El Salvador,F
Farming,525,in_repayment,Honduras,M
Home Energy,175,in_repayment,Uganda,F
Home Energy,125,in_repayment,Uganda,M
Textiles,450,paid,Samoa,F
Home Energy,175,in_repayment,Uganda,F
Home Energy,125,in_repayment,Uganda,M
Home Energy,125,in_repayment,Uganda,M
Food,1075,in_repayment,Togo,F
Cereals,425,in_repayment,Togo,F
Retail,425,in_repayment,Togo,F
Retail,650,in_repayment,Senegal,F
Retail,125,in_repayment,Senegal,M
Retail,175,paid,Kenya,F
Cosmetics Sales,650,in_repayment,Senegal,F
Retail,450,in_repayment,Samoa,F
Textiles,450,in_repayment,Samoa,F
Livestock,125,in_repayment,Kenya,M
Personal Housing Expenses,150,in_repayment,Philippines,F
Retail,725,expired,El Salvador,M
Farming,450,in_repayment,Samoa,F
Farming,425,in_repayment,Kenya,F
Farming,425,in_repayment,Kenya,F
Farming,450,in_repayment,Samoa,F
Retail,3425,paid,Peru,F
Agriculture,650,in_repayment,Honduras,F
Furniture Making,700,in_repayment,El Salvador,M
Fruits & Vegetables,2625,paid,Bolivia,F
General Store,500,in_repayment,El Salvador,F
Clothing Sales,725,in_repayment,Peru,F
Retail,500,in_repayment,Cambodia,F
General Store,450,in_repayment,Samoa,F
Fruits & Vegetables,250,paid,Kenya,F
Farming,875,in_repayment,Samoa,F
General Store,250,in_repayment,Kenya,M
Personal Housing Expenses,250,in_repayment,Philippines,F
Livestock,1000,in_repayment,Palestine,M
Cosmetics Sales,575,paid,Ecuador,F
Retail,1000,paid,Ecuador,F
Personal Purchases,1025,in_repayment,Bolivia,M
Food Production/Sales,650,paid,Ghana,F
Arts,300,defaulted,Kenya,F
General Store,875,paid,Ghana,F
Clothing Sales,775,paid,Ghana,F
Clothing Sales,650,paid,Ghana,F
Fish Selling,675,paid,Ghana,F
Shoe Sales,700,paid,Ghana,F
Vehicle Repairs,1200,paid,Mexico,M
Crafts,725,defaulted,Kenya,F
Used Clothing,700,defaulted,Kenya,F
Restaurant,675,defaulted,Kenya,F
Clothing Sales,725,defaulted,Kenya,F
Grocery Store,750,paid,Dominican Republic,F
Food Production/Sales,50,paid,Indonesia,F
Food Production/Sales,50,paid,Indonesia,F
Home Products Sales,50,paid,Indonesia,F
Clothing Sales,1200,paid,Ukraine,F
Clothing Sales,1200,paid,Ukraine,F
Clothing Sales,1200,paid,Ukraine,F
Clothing Sales,1200,paid,Ukraine,F
Cheese Making,225,paid,Moldova,F
Grocery Store,750,paid,Moldova,F
Pigs,375,paid,Moldova,F
Food Production/Sales,300,defaulted,Kenya,F
Food Production/Sales,300,defaulted,Kenya,F
Grocery Store,150,defaulted,Kenya,F
Arts,300,defaulted,Kenya,F
Food Production/Sales,300,defaulted,Kenya,F
Beauty Salon,300,defaulted,Kenya,F
Food Production/Sales,300,defaulted,Kenya,F
Clothing Sales,700,paid,Ghana,F
Restaurant,750,paid,Ghana,F
Crafts,600,defaulted,Kenya,F
Food Market,650,paid,Ghana,F
Beauty Salon,725,defaulted,Kenya,F
Food Production/Sales,600,defaulted,Kenya,F
General Store,750,paid,Ghana,F
Services,600,paid,The Democratic Republic of the Congo,F
Arts,625,defaulted,Kenya,F
Food Market,650,paid,Ghana,F
Services,600,paid,The Democratic Republic of the Congo,F
Textiles,700,paid,Ghana,F
Beauty Salon,500,paid,The Democratic Republic of the Congo,M
Food Market,850,paid,Ghana,F
Clothing Sales,500,paid,The Democratic Republic of the Congo,F
Home Products Sales,700,paid,Ghana,F
Printing,500,paid,The Democratic Republic of the Congo,F
Home Products Sales,0,refunded,Nicaragua,F
Bakery,0,refunded,Nicaragua,M
Bricks,0,refunded,Nicaragua,F
Food Production/Sales,475,paid,Ecuador,M
Tailoring,475,paid,Ecuador,F
Cattle,450,defaulted,Kenya,F
Beauty Salon,450,defaulted,Kenya,F
General Store,450,defaulted,Kenya,F
Construction,800,paid,Nigeria,F
Farming,75,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Bakery,800,paid,Nigeria,F
Food Production/Sales,150,defaulted,Kenya,F
Farming,75,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Bakery,800,paid,Nigeria,F
Food Production/Sales,150,defaulted,Kenya,F
Soft Drinks,800,paid,Nigeria,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Textiles,800,paid,Nigeria,F
Farming,750,paid,Moldova,F
Food Market,800,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Food Production/Sales,800,paid,Nigeria,F
Fuel/Firewood,800,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
General Store,750,paid,Ghana,F
Bakery,500,paid,Nigeria,F
Soft Drinks,800,paid,Nigeria,F
Fuel/Firewood,500,paid,Nigeria,F
Soft Drinks,800,paid,Nigeria,F
Sewing,900,paid,Ghana,F
Beauty Salon,750,paid,Ghana,F
General Store,750,paid,Ghana,F
General Store,800,paid,Ghana,F
General Store,650,paid,Ghana,F
Retail,1200,paid,Bulgaria,F
Clothing Sales,1200,paid,Bulgaria,F
Retail,750,paid,Ghana,F
General Store,700,paid,Ghana,F
Home Products Sales,675,paid,Ghana,F
Agriculture,1200,paid,Bulgaria,M
Agriculture,1200,paid,Bulgaria,M
Farming,1200,paid,Bulgaria,M
Sewing,750,paid,Ghana,F
General Store,650,paid,Ghana,F
Clothing Sales,850,paid,Ukraine,F
Clothing Sales,1000,paid,Ukraine,F
Grocery Store,1200,paid,Ukraine,F
Retail,600,paid,Ukraine,F
Food Production/Sales,75,paid,Vietnam,M
Cosmetics Sales,600,paid,Ecuador,F
Home Products Sales,750,paid,Ghana,F
Laundry,650,paid,Ghana,F
Home Products Sales,900,paid,Ghana,F
Bakery,700,paid,Ghana,F
Food Production/Sales,475,paid,Ecuador,F
Laundry,475,paid,Ecuador,F
Beauty Salon,800,paid,Nigeria,F
General Store,800,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
Bakery,800,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
General Store,800,paid,Nigeria,F
Soft Drinks,800,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Shoe Sales,500,paid,Nigeria,F
Plastics Sales,800,paid,Nigeria,F
Plastics Sales,500,paid,Nigeria,F
Restaurant,500,paid,Nigeria,F
Soft Drinks,800,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
Clothing Sales,700,paid,Ukraine,F
Soft Drinks,800,paid,Nigeria,F
Soft Drinks,800,paid,Nigeria,F
Clothing Sales,1200,paid,Ukraine,F
Motorcycle Transport,150,paid,Kenya,M
Retail,500,paid,Ukraine,F
Restaurant,500,paid,Nigeria,F
Grocery Store,150,paid,Kenya,F
Clothing Sales,800,paid,Nigeria,F
Clothing Sales,800,paid,Ukraine,F
Home Products Sales,800,paid,Nigeria,F
Water Distribution,800,paid,Nigeria,F
Livestock,300,paid,Kenya,M
Shoe Sales,800,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
Soft Drinks,800,paid,Nigeria,F
Food Market,500,paid,Nigeria,F
Pharmacy,800,paid,Nigeria,F
Tailoring,800,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
General Store,800,paid,Nigeria,F
Food Market,800,paid,Nigeria,F
Tailoring,800,paid,Nigeria,F
Clothing Sales,800,paid,Nigeria,F
Dairy,450,defaulted,Kenya,M
Food Market,800,paid,Nigeria,F
Used Clothing,300,paid,Mexico,F
Food Production/Sales,250,paid,Mexico,F
Clothing Sales,250,paid,Mexico,F
Shoe Sales,250,paid,Mexico,F
Food Production/Sales,250,paid,Mexico,F
Animal Sales,750,paid,Tanzania,M
Beauty Salon,550,paid,Tanzania,F
Food Production/Sales,750,paid,Tanzania,F
Food Production/Sales,750,paid,Tanzania,F
Beauty Salon,400,paid,Tanzania,F
General Store,550,paid,Tanzania,F
Dairy,450,defaulted,Kenya,M
Dairy,850,defaulted,Kenya,F
Dairy,750,defaulted,Kenya,F
Dairy,500,defaulted,Kenya,M
Clothing Sales,700,paid,Ghana,F
Cafe,700,paid,Ghana,F
Sewing,750,paid,Ghana,F
Soft Drinks,650,paid,Ghana,F
Home Products Sales,750,paid,Ghana,F
General Store,850,paid,Ghana,F
Home Products Sales,650,paid,Ghana,F
Home Products Sales,675,paid,Ghana,F
Beauty Salon,900,paid,Ghana,F
Clothing Sales,675,paid,Ghana,F
Home Products Sales,650,paid,Ghana,F
Textiles,850,paid,Ghana,F
Home Products Sales,650,paid,Ghana,F
Clothing Sales,550,paid,Tanzania,F
Cattle,550,paid,Tanzania,F
Beauty Salon,800,paid,Mexico,F
Services,700,paid,Mexico,M
Used Clothing,900,paid,Mexico,F
Pharmacy,500,paid,Ecuador,F
Bicycle Repair,300,paid,Ecuador,M
Sewing,600,paid,Ecuador,F
Bakery,475,paid,Ecuador,M
Decorations Sales,375,paid,Ecuador,F
Sewing,375,paid,Ecuador,F
Vehicle Repairs,1000,paid,Ecuador,F
Furniture Making,1000,paid,Ecuador,M
Food Production/Sales,1200,paid,Mexico,M
Food Production/Sales,1200,paid,Ecuador,M
Restaurant,725,paid,Ecuador,M
Tailoring,600,paid,Ecuador,F
Food Market,375,paid,Ecuador,F
Home Products Sales,50,paid,Vietnam,M
Home Products Sales,75,paid,Vietnam,M
Retail,750,paid,Mexico,F
Retail,475,paid,Mexico,F
Carpentry,750,paid,Mexico,F
Retail,925,paid,Mexico,F
Health,925,paid,Mexico,F
Retail,300,paid,Kenya,M
Retail,300,paid,Kenya,F
Bookstore,200,paid,Kenya,M
Electronics Sales,250,paid,Kenya,M
Used Clothing,300,paid,Kenya,M
Used Clothing,250,paid,Kenya,M
Used Clothing,200,paid,Kenya,M
Electronics Sales,250,paid,Kenya,M
Used Clothing,300,paid,Kenya,M
Food Market,250,paid,Kenya,F
Grocery Store,200,paid,Kenya,F
Electronics Sales,250,paid,Kenya,M
Shoe Sales,200,defaulted,Kenya,M
Grocery Store,250,defaulted,Kenya,F
Blacksmith,300,defaulted,Kenya,M
Cobbler,250,defaulted,Kenya,M
Food Market,250,defaulted,Kenya,M
Cobbler,200,defaulted,Kenya,M
Food Production/Sales,250,defaulted,Kenya,M
Tailoring,300,defaulted,Kenya,M
Carpentry,300,defaulted,Kenya,M
Carpentry,250,defaulted,Kenya,M
Grocery Store,250,defaulted,Kenya,F
Shoe Sales,300,defaulted,Kenya,M
Used Clothing,250,defaulted,Kenya,F
Used Clothing,300,defaulted,Kenya,M
Shoe Sales,250,defaulted,Kenya,M
Milk Sales,1000,paid,Tanzania,F
Cosmetics Sales,400,paid,Tanzania,F
Soft Drinks,550,paid,Tanzania,F
Butcher Shop,1200,paid,Tanzania,F
Food Production/Sales,400,paid,Tanzania,F
Food Production/Sales,550,paid,Tanzania,F
Beauty Salon,750,paid,Tanzania,F
Food Production/Sales,750,paid,Tanzania,F
Fish Selling,550,paid,Tanzania,F
Food Production/Sales,1200,paid,Tanzania,F
Food Production/Sales,75,paid,Vietnam,F
Clothing Sales,1200,paid,Ukraine,F
Clothing Sales,1000,paid,Ukraine,F
Clothing Sales,1200,paid,Ukraine,F
Clothing Sales,1200,paid,Ukraine,M
Carpentry,0,refunded,Nicaragua,M
Crafts,0,refunded,Nicaragua,M
Carpentry,0,refunded,Nicaragua,F
Electronics Repair,750,paid,Nicaragua,M
Office Supplies,600,paid,Ecuador,F
Sewing,375,paid,Ecuador,F
Home Products Sales,475,paid,Ecuador,M
Beauty Salon,375,paid,Ecuador,F
Office Supplies,375,paid,Ecuador,F
Food Market,600,paid,Ecuador,F
Shoe Sales,1200,paid,Ukraine,F
Vehicle Repairs,1000,paid,Ukraine,M
Vehicle Repairs,1200,paid,Ukraine,M
Retail,1000,paid,Ukraine,F
Cattle,450,defaulted,Kenya,F
Cattle,250,defaulted,Kenya,F
Arts,850,defaulted,Kenya,F
General Store,925,paid,Ghana,F
Food Production/Sales,1200,paid,Mexico,M
Shoe Sales,250,paid,Ecuador,F
Grocery Store,800,paid,Mexico,F
Poultry,750,defaulted,Kenya,F
Livestock,150,defaulted,Kenya,F
Grocery Store,150,defaulted,Kenya,F
Clothing Sales,600,defaulted,Kenya,F
Arts,300,defaulted,Kenya,F
General Store,125,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Dairy,600,defaulted,Kenya,F
Dairy,600,defaulted,Kenya,F
Clothing Sales,600,defaulted,Kenya,F
Farming,600,defaulted,Kenya,F
Farming,600,defaulted,Kenya,F
Grocery Store,300,defaulted,Kenya,F
Farming,300,defaulted,Kenya,F
Farming,300,defaulted,Kenya,F
Farming,300,defaulted,Kenya,F
Grocery Store,300,defaulted,Kenya,F
Farming,300,defaulted,Kenya,F
Farming,300,defaulted,Kenya,F
Grocery Store,300,defaulted,Kenya,F
Farming,575,defaulted,Kenya,F
Food Production/Sales,575,defaulted,Kenya,F
Clothing Sales,700,paid,Ukraine,F
Clothing Sales,1000,paid,Ukraine,F
Phone Use Sales,950,paid,Ghana,F
Soft Drinks,800,paid,Ghana,F
Agriculture,900,paid,Ghana,M
Fish Selling,750,paid,Tanzania,M
Food Production/Sales,400,paid,Tanzania,F
Carpentry,1200,paid,Mexico,M
Grocery Store,1200,paid,Mexico,F
Clothing Sales,500,paid,Bolivia,M
Retail,200,paid,Bolivia,F
Transportation,1200,paid,Mexico,M
Decorations Sales,200,paid,Mexico,F
Paper Sales,475,paid,Mexico,F
Retail,200,paid,Mexico,F
Farming,1200,paid,Ecuador,M
Farming,1200,paid,Ecuador,M
Farming,1200,paid,Ecuador,M
General Store,750,defaulted,Kenya,F
Arts,300,defaulted,Kenya,F
Arts,300,defaulted,Kenya,F
Farming,1000,defaulted,Kenya,F
Farming,1200,defaulted,Kenya,F
Farming,1000,defaulted,Kenya,F
General Store,750,defaulted,Kenya,F
Milk Sales,1200,defaulted,Kenya,F
Farming,1000,defaulted,Kenya,F
Farming,1000,defaulted,Kenya,F
Bookstore,250,defaulted,Kenya,M
Services,500,paid,The Democratic Republic of the Congo,F
Clothing Sales,1200,paid,The Democratic Republic of the Congo,F
Bakery,1200,paid,Bulgaria,M
Food Production/Sales,900,paid,The Democratic Republic of the Congo,F
Livestock,1200,paid,Bulgaria,M
Milk Sales,1200,paid,Bulgaria,M
Restaurant,500,paid,The Democratic Republic of the Congo,F
Services,1000,paid,The Democratic Republic of the Congo,M
General Store,800,paid,The Democratic Republic of the Congo,F
Furniture Making,1200,paid,Kenya,M
Clothing Sales,1200,paid,Kenya,M
Home Products Sales,300,paid,Kenya,F
Food Production/Sales,1200,paid,Mexico,M
Decorations Sales,375,paid,Mexico,F
Cosmetics Sales,250,paid,Mexico,F
Shoe Sales,1200,paid,Mexico,M
Electronics Sales,375,paid,Mexico,F
Home Products Sales,375,paid,Mexico,F
Tailoring,1200,paid,Mexico,M
Clothing Sales,250,paid,Honduras,M
Food Market,500,paid,Honduras,M
Crafts,400,paid,Honduras,F
Food Production/Sales,500,paid,Honduras,F
Clothing Sales,200,paid,Honduras,F
Taxi,750,paid,Honduras,M
Food Production/Sales,350,paid,Honduras,F
Sewing,250,paid,Honduras,F
Services,250,paid,Honduras,F
Food Production/Sales,250,paid,Honduras,F
Clothing Sales,500,paid,Honduras,F
Cosmetics Sales,150,paid,Honduras,F
Cosmetics Sales,150,paid,Honduras,M
Clothing Sales,150,paid,Honduras,F
Crafts,500,paid,Honduras,M
Fuel/Firewood,250,paid,Honduras,F
General Store,400,paid,Tanzania,M
Soft Drinks,550,paid,Tanzania,M
Used Clothing,250,defaulted,Kenya,F
Phone Repair,300,defaulted,Kenya,M
Cobbler,300,defaulted,Kenya,M
Tailoring,300,paid,Kenya,F
Beauty Salon,625,paid,Kenya,F
Beauty Salon,300,paid,Kenya,F
Metal Shop,200,paid,Kenya,M
Beauty Salon,100,paid,Kenya,F
Food Production/Sales,975,paid,Ghana,F
Farming,400,paid,Cameroon,F
Farming,400,paid,Cameroon,M
Retail,600,paid,Cameroon,F
Pigs,400,paid,Cameroon,F
Livestock,800,paid,Cameroon,M
Farming,500,paid,Cameroon,F
Pigs,200,paid,Cameroon,M
Retail,300,paid,Cameroon,F
Grocery Store,75,paid,Vietnam,F
Grocery Store,75,paid,Vietnam,F
Butcher Shop,300,paid,Kenya,F
Grocery Store,75,paid,Vietnam,F
Food Production/Sales,500,paid,Honduras,M
Food Production/Sales,650,paid,Honduras,M
Food Production/Sales,250,paid,Honduras,F
Clothing Sales,150,paid,Honduras,F
Food Production/Sales,150,paid,Honduras,F
Food Production/Sales,200,paid,Honduras,F
Grocery Store,250,paid,Honduras,F
Clothing Sales,150,paid,Honduras,F
Plastics Sales,550,paid,Honduras,F
Sewing,150,paid,Honduras,F
Phone Use Sales,150,paid,Uganda,F
Charcoal Sales,150,paid,Uganda,F
Food Production/Sales,150,paid,Uganda,F
Quarrying,150,paid,Uganda,F
Phone Use Sales,150,paid,Uganda,M
Quarrying,150,paid,Uganda,M
Phone Use Sales,150,paid,Uganda,M
Used Clothing,150,paid,Uganda,F
Clothing Sales,550,paid,Tanzania,M
Sewing,550,paid,Tanzania,F
Food Production/Sales,75,paid,Vietnam,F
Food Production/Sales,550,paid,Tanzania,F
Fish Selling,200,paid,Kenya,F
Food Production/Sales,750,paid,Tanzania,F
Fuel/Firewood,450,paid,Kenya,M
Fish Selling,150,paid,Kenya,F
Clothing Sales,150,paid,Kenya,M
General Store,150,paid,Kenya,F
Arts,475,paid,Mexico,F
Used Clothing,200,paid,Mexico,F
Retail,200,paid,Mexico,F
Shoe Sales,200,paid,Mexico,F
Cosmetics Sales,325,paid,Mexico,F
Food Production/Sales,325,paid,Mexico,F
Food Production/Sales,250,paid,Mexico,F
Food Production/Sales,250,paid,Mexico,F
Food Production/Sales,50,paid,Vietnam,F
Shoe Sales,375,paid,Ecuador,F
Milk Sales,1200,paid,Bulgaria,F
Livestock,1200,paid,Bulgaria,M
Construction,1200,paid,Bulgaria,M
Grocery Store,75,paid,Vietnam,F
Food Production/Sales,75,paid,Vietnam,F
Restaurant,375,paid,Ecuador,F
Food Production/Sales,375,paid,Ecuador,M
Bakery,500,paid,Ecuador,M
Office Supplies,1075,defaulted,Ecuador,M
Crafts,275,paid,Ecuador,F
Food Production/Sales,1075,paid,Ecuador,F
Home Products Sales,875,paid,Ecuador,F
Food Production/Sales,950,paid,Ecuador,M
Home Products Sales,625,paid,Ecuador,F
Office Supplies,1125,paid,Ecuador,F
Home Products Sales,1200,paid,Ecuador,F
Clothing Sales,550,paid,Tanzania,F
Pharmacy,550,paid,Tanzania,F
Metal Shop,1000,paid,Tanzania,F
Tailoring,550,paid,Tanzania,F
Clothing Sales,750,paid,Tanzania,F
Food Production/Sales,1000,paid,Tanzania,F
Tailoring,725,paid,Kenya,F
Farming,300,defaulted,Kenya,F
Farming,1200,defaulted,Kenya,F
Farming,100,defaulted,Kenya,F
Farming,75,defaulted,Kenya,F
Farming,100,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Clothing Sales,700,paid,Ukraine,F
Furniture Making,800,paid,Ukraine,F
General Store,725,defaulted,Kenya,F
Transportation,1200,paid,Mexico,M
Clothing Sales,1200,paid,Mexico,F
Food Production/Sales,150,paid,Honduras,F
Food Production/Sales,150,paid,Honduras,M
Food Production/Sales,75,paid,Honduras,F
Grocery Store,300,paid,Honduras,F
Clothing Sales,300,paid,Honduras,F
Cosmetics Sales,300,paid,Honduras,F
Sewing,300,paid,Honduras,F
Home Products Sales,0,deleted,Senegal,F
Clothing Sales,500,paid,Ukraine,F
Cosmetics Sales,1200,paid,Ukraine,F
Food Market,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Beauty Salon,225,defaulted,Kenya,F
Farming,150,defaulted,Kenya,F
Shoe Sales,150,paid,Kenya,F
Farming,150,defaulted,Kenya,F
Food Production/Sales,75,defaulted,Kenya,F
Food Market,75,paid,Vietnam,F
Used Clothing,650,paid,Honduras,F
Used Clothing,650,paid,Honduras,F
Cosmetics Sales,300,paid,Honduras,F
Grocery Store,300,paid,Honduras,F
Clothing Sales,300,paid,Honduras,F
Perfumes,300,paid,Honduras,F
Clothing Sales,500,paid,Honduras,F
Home Products Sales,1100,paid,Senegal,F
Clothing Sales,500,paid,Honduras,F
Clothing Sales,600,paid,Honduras,F
Used Clothing,600,paid,Honduras,F
Retail,250,paid,Mexico,F
Manufacturing,550,paid,Mexico,F
Clothing Sales,600,paid,Honduras,F
Food Production/Sales,250,paid,Honduras,F
Retail,475,paid,Mexico,M
Retail,475,paid,Mexico,M
Retail,550,paid,Mexico,M
Used Clothing,500,paid,Honduras,F
Used Clothing,500,paid,Honduras,F
Used Clothing,500,paid,Honduras,F
Food Market,0,deleted,Senegal,F
General Store,1200,paid,Senegal,F
Cobbler,1200,paid,Senegal,M
Poultry,850,paid,Mozambique,F
Fruits & Vegetables,350,paid,Tanzania,F
Charcoal Sales,850,paid,Mali,F
Cereals,1575,paid,Mali,F
Retail,225,paid,Tanzania,F
Fish Selling,725,paid,Mali,F
Fishing,350,paid,Cambodia,M
Home Products Sales,250,paid,Tanzania,F
Weaving,400,paid,Cambodia,F
Fish Selling,1875,paid,Mali,F
Pigs,500,paid,Cambodia,F
Fruits & Vegetables,500,paid,Cambodia,F
Retail,1250,paid,Mali,F
Food Production/Sales,225,paid,Tanzania,F
Retail,1050,paid,Mali,F
Personal Housing Expenses,375,paid,Cambodia,F
Food Production/Sales,1250,paid,Mali,F
Services,1200,paid,Tajikistan,M
Personal Housing Expenses,500,paid,Cambodia,F
Bakery,400,paid,Nepal,F
Retail,1050,paid,Mali,F
Food Production/Sales,250,paid,Tanzania,F
Grocery Store,150,paid,Nepal,F
Food Production/Sales,150,paid,Nepal,F
Retail,1050,paid,Mali,F
Retail,225,paid,Tanzania,F
Food Production/Sales,150,paid,Nepal,F
Beauty Salon,425,defaulted,Dominican Republic,F
Clothing,425,defaulted,Dominican Republic,F
Manufacturing,1200,paid,Tajikistan,M
Clothing,500,defaulted,Dominican Republic,F
Grocery Store,1000,paid,Cambodia,F
Transportation,1000,paid,Cambodia,M
Farming,700,paid,Cambodia,F
Fruits & Vegetables,400,paid,Cambodia,M
Animal Sales,450,paid,Tajikistan,M
Animal Sales,450,paid,Tajikistan,M
Food Production/Sales,750,paid,Tajikistan,M
Animal Sales,600,paid,Tajikistan,M
Transportation,600,paid,Tajikistan,M
Animal Sales,600,paid,Tajikistan,F
Tailoring,550,paid,Tajikistan,F
Food Production/Sales,750,paid,Tajikistan,F
Food Market,600,paid,Tajikistan,F
Cattle,1200,paid,Tajikistan,M
Animal Sales,600,paid,Tajikistan,M
General Store,850,paid,Mozambique,M
Food Production/Sales,750,paid,Tajikistan,F
Food Production/Sales,600,paid,Tajikistan,F
Clothing Sales,600,paid,Tajikistan,M
Construction,5000,paid,Uganda,F
Farm Supplies,850,paid,Mozambique,M
Services,600,paid,Tajikistan,M
Clothing Sales,600,paid,Tajikistan,F
Electrical Goods,425,paid,Mozambique,M
Motorcycle Transport,1050,paid,Togo,M
Cattle,450,paid,Tajikistan,F
Grocery Store,1050,paid,Mozambique,M
Agriculture,1050,paid,Tajikistan,M
Clothing Sales,650,paid,Mozambique,M
Motorcycle Transport,975,paid,Togo,M
Pharmacy,1200,paid,Togo,M
Grocery Store,500,paid,Mozambique,M
Services,3250,paid,Bolivia,F
Clothing Sales,900,paid,Tajikistan,F
Fruits & Vegetables,500,paid,Peru,F
Bakery,500,paid,Peru,F
Fruits & Vegetables,275,paid,Peru,F
Farming,1000,paid,Togo,M
Fruits & Vegetables,500,paid,Peru,F
Clothing Sales,350,paid,Peru,F
Retail,350,paid,Peru,F
Motorcycle Transport,825,paid,Peru,F
Food Production/Sales,500,paid,Peru,F
Pigs,1200,paid,Togo,F
Food Production/Sales,675,paid,Peru,F
Goods Distribution,1050,paid,Togo,M
Motorcycle Transport,1200,paid,Togo,M
Motorcycle Transport,675,paid,Peru,M
Clothing Sales,825,paid,Peru,F
Cereals,1200,paid,Togo,F
Water Distribution,675,paid,Peru,M
Used Clothing,325,paid,Mexico,F
Food Production/Sales,500,paid,Peru,F
Agriculture,500,paid,Togo,F
Soft Drinks,825,paid,Peru,F
Clothing Sales,0,deleted,Dominican Republic,F
Animal Sales,350,paid,Peru,F
Farming,1200,paid,Togo,F
Retail,325,paid,Mexico,F
Liquor Store / Off-License,350,paid,Peru,F
Construction Supplies,1200,paid,Bolivia,F
Retail,425,paid,Peru,F
Restaurant,425,paid,Peru,F
Restaurant,425,paid,Peru,F
Cosmetics Sales,325,paid,Mexico,F
Bookstore,350,paid,Peru,F
Natural Medicines,425,paid,Mexico,F
Livestock,500,paid,Peru,F
General Store,350,paid,Peru,F
General Store,1000,paid,Peru,F
Food Production/Sales,3275,paid,Dominican Republic,F
Shoe Sales,425,paid,Mexico,F
Grocery Store,425,paid,Mexico,M
Retail,500,paid,Peru,F
Auto Repair,850,paid,Peru,F
Retail,700,paid,Peru,F
Food Production/Sales,500,paid,Peru,F
Retail,950,paid,Senegal,F
Food Production/Sales,1050,paid,Togo,M
Retail,2550,paid,Peru,F
General Store,500,paid,Mexico,F
General Store,250,paid,Mexico,F
General Store,325,paid,Mexico,F
Retail,850,paid,Senegal,F
Cosmetics Sales,175,paid,Mexico,F
General Store,500,paid,Mexico,F
Construction,850,paid,Honduras,F
Food Production/Sales,2700,paid,Dominican Republic,F
Grocery Store,425,paid,Nicaragua,M
General Store,325,paid,Nicaragua,F
Personal Housing Expenses,425,paid,Nicaragua,F
Manufacturing,225,paid,Nicaragua,F
Cattle,425,paid,Nicaragua,M
Manufacturing,225,paid,Nicaragua,F
Cosmetics Sales,125,paid,Nicaragua,F
Food Production/Sales,100,paid,Nicaragua,F
Spare Parts,1200,paid,Sierra Leone,M
Beauty Salon,1425,paid,Dominican Republic,F
Manufacturing,100,paid,Nicaragua,F
Fruits & Vegetables,1200,paid,Sierra Leone,F
Manufacturing,100,paid,Nicaragua,F
Beauty Salon,175,paid,Nicaragua,F
General Store,1200,paid,Sierra Leone,M
Construction,625,paid,Nicaragua,F
Food Production/Sales,1450,paid,Dominican Republic,F
Personal Housing Expenses,525,paid,Nicaragua,M
Retail,275,paid,Nicaragua,M
General Store,825,paid,Nicaragua,F
Butcher Shop,275,paid,Nicaragua,F
General Store,1025,paid,Nicaragua,F
Restaurant,725,paid,Bolivia,F
Traveling Sales,375,paid,Bolivia,M
General Store,325,paid,Nicaragua,F
Clothing Sales,250,paid,Nicaragua,F
Taxi,525,paid,Nicaragua,M
